sigma_tp,diameter,epoch_mjd,ad,producer,rms,H_sigma,closeness,K2,K1,M1,two_body,full_name,M2,sigma_per,equinox,DT,diameter_sigma,saved,albedo,moid_ld,pha,neo,sigma_ad,PC,profit,spkid,sigma_w,sigma_i,per,id,A1,data_arc,A3,score,per_y,sigma_n,epoch_cal,orbit_id,sigma_a,sigma_om,A2,sigma_e,condition_code,rot_per,prov_des,G,last_obs,H,price,IR,spec_T,epoch,n_obs_used,moid,extent,spec_B,e,GM,tp_cal,pdes,class,UB,a,t_jup,om,ma,name,i,tp,prefix,BV,spec,q,w,moid_jup,n,sigma_ma,first_obs,n_del_obs_used,sigma_q,n_dop_obs_used
4.0018e-05,82.588,58200.0,3.503323510244386,Otto Matic,0.51471,,2644.695360906815,,,,,109 Felicitas,,6.6251e-06,J2000,,0.616,-3.660143695902015e+17,0.056,358.59252393,N,N,9.5464e-09,,2.8287381815488796e+16,2000109.0,3.4213e-05,5.8967e-06,1620.848568383721,a0000109,,54191.0,,132.25476804534077,4.43764152877131,9.0785e-10,20180323.0,JPL 28,7.3585e-09,3.2848e-05,,4.1356e-08,0.0,13.191,,0.04,2018-02-22,8.75,4.386449204656397e+17,,GC,2458200.5,1729.0,0.921429,,Ch,0.2973313123156235,,20160316.9442369,109.0,MBA,0.408,2.700407734699056,3.29,3.063839922880045,163.4823140773258,Felicitas,7.856586731702897,2457464.4442368657,,0.696,Ch,1.897491959153725,56.88385844840833,1.94451,0.2221058814636737,9.0848e-06,1869-10-10,,1.1141e-07,
0.00012413,86.09,58200.0,2.954038842282426,Otto Matic,0.40799,,2640.8990175470785,,,,,110 Lydia,,8.7718e-06,J2000,,2.0,1.1976940878642788e+18,0.1808,587.3626059,N,N,1.0473e-08,,5390096518857425.0,2000110.0,4.7773e-05,4.1202e-06,1649.500783920874,a0000110,,53904.0,,132.06495087735394,4.51608701963278,1.1606e-09,20180323.0,JPL 80,9.6861e-09,3.9165e-05,,3.6553e-08,0.0,10.927,,0.2,2018-01-25,7.8,8.370294771265491e+16,,M,2458200.5,2113.0,1.50927,,X,0.08121850136270366,,20160921.6045771,110.0,MBA,0.298,2.732138636694924,3.341,56.86715558331482,119.4678742629572,Lydia,5.964962005742751,2457653.104577083,,0.705,X,2.510238431107422,283.2750071317536,2.3464,0.2182478502036705,2.717e-05,1870-06-26,,9.8131e-08,
7.6135e-05,126.344,58200.0,2.860947180187488,Otto Matic,0.51574,,2644.1390440362593,,,,,111 Ate,,6.8707e-06,J2000,,0.233,-10931728872.0,0.062,522.6319598,N,N,8.5883e-09,,844679791.4397805,2000111.0,4.3113e-05,3.9298e-06,1525.855157174044,a0000111,,53886.0,,132.22695220181296,4.17756374311853,1.0624e-09,20180323.0,JPL 95,7.7864e-09,3.956e-05,,3.6301e-08,0.0,22.072,,,2018-02-26,8.02,13100981108.963398,,C,2458200.5,2270.0,1.34294,,Ch,0.1029773253371907,0.101402908,20180718.835063,111.0,MBA,0.389,2.593840430321511,3.405,305.7403542324589,332.1987880276497,Ate,4.930973592958457,2458318.3350629546,,0.69,Ch,2.326733680455535,166.3859587936261,2.22895,0.235933272111317,1.7924e-05,1870-08-15,,9.5537e-08,
6.3025e-05,69.818,58200.0,2.743664209312708,Otto Matic,0.48852,,2648.232118170426,,,,,112 Iphigenia,,5.5167e-06,J2000,,1.818,-14171825399.999998,0.042,433.418629,N,N,7.2776e-09,,1096732730.6003475,2000112.0,8.5961e-05,3.9788e-06,1386.523291518353,a0000112,,53613.0,,132.4316059085213,3.79609388506052,1.0331e-09,20180323.0,JPL 74,6.4547e-09,8.4619e-05,,3.5739e-08,0.0,31.466,,,2017-07-05,9.84,16984030524.254995,,DCX,2458200.5,2470.0,1.1137,,Ch,0.1274876571452447,0.1314581,20180804.2439031,112.0,MBA,0.284,2.433431702711106,3.493,323.4224194005837,325.1446135854648,Iphigenia,2.599282965414804,2458334.7439030516,,0.696,Ch,2.123199196109504,17.25038480351106,2.61082,0.2596422304639193,1.6315e-05,1870-09-21,,8.7419e-08,
9.9609e-05,50.137,58200.0,2.583566481078107,Otto Matic,0.52323,,2649.3880860240197,,,,,113 Amalthea,,3.7538e-06,J2000,,1.265,-1.638539565366356e+17,0.224,456.7221286,N,N,4.8313e-09,,1.4441175021497917e-39,2000113.0,5.4972e-05,4.4364e-06,1338.242063333438,a0000113,,53647.0,,4.470776440290194e-50,3.66390708647074,7.5458e-10,20180323.0,JPL 109,4.4443e-09,4.8363e-05,,3.852e-08,0.0,9.95,,0.35,2018-01-27,8.74,2.2353882201450974e-38,,S,2458200.5,2464.0,1.17358,,S,0.0870815920167165,,20171208.5936888,113.0,MBA,0.521,2.376607699045996,3.531,123.4621211185688,28.08630297524402,Amalthea,5.041934831293674,2458096.0936887637,,0.925,S,2.169648917013885,78.97800964513513,2.38472,0.2690096282755251,2.6816e-05,1871-03-12,,9.185e-08,
6.0561e-05,94.178,58200.0,3.039293383704036,Otto Matic,0.52902,,2642.532079229491,,,,,114 Kassandra,,7.0666e-06,J2000,,0.954,1.5679643076406198e+18,0.089,515.7475425,N,N,8.9475e-09,,7060822301538435.0,2000114.0,4.456e-05,3.7912e-06,1600.259138240743,a0000114,,42147.0,,132.14660396147457,4.38127074124776,9.9342e-10,20180323.0,JPL 110,7.8824e-09,4.261e-05,,3.6915e-08,0.0,10.7431,,,2018-01-24,8.26,1.0957993012371309e+17,,T,2458200.5,1937.0,1.32525,,Xk,0.1351276397196668,,20180726.3694793,114.0,MBA,0.269,2.677490422534884,3.36,164.2161201163759,331.7964350368837,Kassandra,4.936574600680709,2458325.8694793424,,0.768,Xk,2.315687461365732,352.3520116612775,1.94937,0.2249635645860262,1.3585e-05,1902-09-03,,1.003e-07,
4.3645e-05,79.83,58200.0,2.838128704860248,Otto Matic,0.52135,,2650.359541120656,,,,,115 Thyra,,3.3461e-06,J2000,,1.4,-6.614245166839057e+17,0.2747,377.05825126,N,N,4.7235e-09,,5.831564744826406e-39,2000115.0,2.18e-05,3.9899e-06,1340.363301490756,a0000115,,52786.0,,1.8047053661225258e-49,3.66971472002945,6.7051e-10,20180323.0,JPL 69,3.9596e-09,1.8517e-05,,3.4319e-08,0.0,7.241,,0.12,2017-07-04,7.51,9.02352683061263e-38,,S,2458200.5,1830.0,0.968878,,S,0.1929329060094903,,20190223.7429476,115.0,MBA,0.431,2.379118465559093,3.487,308.8007216778657,269.2876826825888,Thyra,11.59331354708178,2458538.2429475705,,0.851,S,1.920108226257938,97.17046234264592,2.63018,0.2685838978130831,1.162e-05,1872-12-25,,8.1052e-08,
8.4025e-05,71.7,58200.0,3.15928188248969,Otto Matic,0.53125,,2640.7097190926074,,,,,116 Sirona,,9.4901e-06,J2000,,5.8,-4.792248916194648e+17,0.256,538.7007891,N,N,1.1898e-08,,4.209786310741867e-39,2000116.0,7.9866e-05,5.1043e-06,1679.871149295336,a0000116,,52903.0,,1.3075713277475169e-49,4.59923654837874,1.2107e-09,20180323.0,JPL 95,1.0416e-08,7.7656e-05,,4.2679e-08,0.0,12.028,,,2017-10-27,7.82,6.537856638737585e-38,,S,2458200.5,2130.0,1.38423,,Sk,0.1423609455320953,,20160624.2450503,116.0,MBA,0.429,2.765572383094856,3.322,63.70917309693075,136.4579551180848,Sirona,3.564440930477867,2457563.7450502925,,0.873,Sk,2.371862883700023,94.58108866022022,1.83302,0.2143021505851869,1.8071e-05,1872-12-23,,1.1935e-07,
0.00049478,208.974,58200.0,3.073917345525462,Otto Matic,0.46642,,2635.501222455385,,,,,117 Lomia,,9.973e-06,J2000,,1.208,85394700000.0,0.027,748.6035203,N,N,1.0817e-08,,383524383.41904444,2000117.0,9.7439e-05,4.8209e-06,1889.303083634126,a0000117,,45763.0,,131.78699703892926,5.1726299346588,1.0058e-09,20180323.0,JPL 92,1.0525e-08,1.737e-05,,4.1113e-08,0.0,9.127,,,2018-01-26,7.95,5967958080.0,,XC,2458200.5,1954.0,1.92359,,X,0.02775606399793083,0.39737715,20170307.8260147,117.0,MBA,0.306,2.990901686892553,3.204,348.7785501521413,72.44080418163738,Lomia,14.90127572054014,2457820.326014663,,0.687,X,2.907886028259644,51.76716982548241,2.04045,0.1905464523497893,9.4326e-05,1892-10-10,,1.2212e-07,
6.6382e-05,40.211,58200.0,2.837132641545717,Otto Matic,0.54578,,2648.536789436498,,,,,118 Peitho,,5.6722e-06,J2000,,0.491,-8.453110024244909e+16,0.245,410.6482923,N,N,7.7228e-09,,7.447706463178654e-40,2000118.0,4.0023e-05,6.5216e-06,1389.214333984218,a0000118,,53065.0,,2.306442025714846e-50,3.80346155779389,1.0581e-09,20180323.0,JPL 57,6.6324e-09,3.6115e-05,,5.1808e-08,0.0,7.8055,,,2017-07-05,9.14,1.153221012857423e-38,,S,2458200.5,1524.0,1.05519,,S,0.1643916645326699,,20191105.522509,118.0,MBA,0.433,2.436579312584141,3.473,47.6831791236098,206.4541445927307,Peitho,7.746158498792489,2458793.0225090436,,0.859,S,2.036025983622565,33.44839810209955,2.43156,0.2591392783628517,1.7112e-05,1872-03-22,,1.2676e-07,
0.00011203,57.3,58200.0,2.788996466244518,Otto Matic,0.5539,,2644.267382257952,,,,,119 Althaea,,5.664e-06,J2000,,1.1,-2.4459398160752426e+17,0.2306,534.7935223,N,N,6.9506e-09,,2.151548570022191e-39,2000119.0,4.6979e-05,4.2584e-06,1515.160757890685,a0000119,,53043.0,,6.673778488609121e-50,4.14828407362268,8.8819e-10,20180323.0,JPL 71,6.434e-09,3.9449e-05,,3.813e-08,0.0,11.484,,,2017-07-05,8.42,3.3368892443045606e-38,,S,2458200.5,2245.0,1.37419,,Sl,0.08029186595747607,,20190603.108032,119.0,MBA,0.342,2.581706438910003,3.413,203.6573932814952,256.1437651431863,Althaea,5.786328084407473,2458637.6080319923,,0.874,Sl,2.374416411575488,171.1437986444595,2.58447,0.237598550599456,2.649e-05,1872-04-13,,9.7942e-08,
0.00025831,155.132,58200.0,3.282690202092174,Otto Matic,0.50984,,2633.2815549750953,,,,,120 Lachesis,,1.3581e-05,J2000,,1.133,-2.425780291865048e+18,0.058,761.6796323,N,N,1.4771e-08,,1.866670755213644e+17,2000120.0,5.8578e-05,4.7798e-06,2012.218338519519,a0000120,,53237.0,,131.6840777487548,5.50915356199731,1.2075e-09,20180323.0,JPL 117,1.4035e-08,3.7716e-05,,4.3097e-08,0.0,46.551,,,2018-01-27,7.75,2.9071432479101926e+18,,C,2458200.5,1892.0,1.95719,,C,0.05239501372153594,,20150923.7082938,120.0,MBA,0.383,3.119256704270907,3.203,341.1930187463075,163.0364896094324,Lachesis,6.962449408041957,2457289.208293778,,0.707,C,2.95582320644964,233.3707872420499,1.72194,0.1789070266921772,4.6468e-05,1872-04-25,,1.3151e-07,
9.0325e-05,209.0,58200.0,3.906718131350434,Otto Matic,0.46263,,2628.682642742515,,,,,121 Hermione,,1.4539e-05,J2000,,4.7,-36256852800.0,0.0482,777.6200355,N,N,1.6194e-08,,2785141239.7573733,2000121.0,2.7622e-05,3.3688e-06,2338.359844448712,a0000121,,53224.0,,131.45413213712575,6.402080340722,9.5724e-10,20180323.0,JPL 96,1.4292e-08,2.4133e-05,,3.2288e-08,0.0,5.55128,,,2018-02-26,7.31,43451529869.159996,,C,2458200.5,2807.0,1.99815,,Ch,0.1331049402813995,0.33631920000000004,20150606.7213987,121.0,OMB,0.425,3.44779904532075,3.109,73.12661565184393,157.076036589244,Hermione,7.597517062941894,2457180.2213986516,,0.739,Ch,2.988879959291065,298.1834775211803,1.60114,0.1539540635093625,1.4276e-05,1872-06-07,,1.1046e-07,
0.00045901,70.676,58200.0,3.328553187384279,Otto Matic,0.54213,,2631.442511389027,,,,,122 Gerda,,1.6984e-05,J2000,,0.912,-2.675673275298606e+17,0.297,830.7962243,N,N,1.7814e-08,,1.037816192664418e+16,2000122.0,0.0001748,5.03e-06,2115.710613623828,a0000122,,53139.0,,131.59212556945135,5.79249996885374,1.366e-09,20180323.0,JPL 31,1.7261e-08,0.00015732,,4.285e-08,0.0,10.685,,,2018-01-27,7.87,1.617419078332491e+17,,ST,2458200.5,2455.0,2.13479,,L,0.03200929550520674,,20190928.3810623,122.0,OMB,0.41,3.22531318456277,3.186,178.1354032123857,265.6689600505548,Gerda,1.64027377684633,2458754.8810622646,,0.776,L,3.122073181741261,321.6558512449214,1.66213,0.1701555957992693,7.7809e-05,1872-08-01,,1.3683e-07,
0.00010487,45.209,58200.0,3.018569928582318,Otto Matic,0.52685,,2642.019982394467,,,,,123 Brunhild,,1.0557e-05,J2000,,1.883,-1.2013141792693419e+17,0.261,541.2420692,N,N,1.3152e-08,,1.0558268960401678e-39,2000123.0,4.8788e-05,5.3024e-06,1615.336538002776,a0000123,,52902.0,,3.2778013076926114e-50,4.42255041205414,1.4566e-09,20180323.0,JPL 28,1.1739e-08,4.2801e-05,,4.3145e-08,0.0,9.873,,,2017-06-05,8.9,1.6389006538463057e-38,,S,2458200.5,1953.0,1.39076,,S,0.1203615129051082,,20191024.5936015,123.0,MBA,0.395,2.694282063255759,3.351,307.7349209821189,230.6067177806387,Brunhild,6.414351816218845,2458781.093601503,,0.85,S,2.3699941979292,125.882106132319,2.22385,0.2228637757709046,2.3145e-05,1872-08-02,,1.1487e-07,
0.00012793,88.648,58200.0,2.82925506619905,Otto Matic,0.53739,,2643.107945834683,,,,,124 Alkeste,,6.7942e-06,J2000,,1.651,-9.05709089895998e+17,0.128,552.6719921,N,N,8.2225e-09,,7.963493805751822e-39,2000124.0,7.779e-05,4.6379e-06,1558.531389012402,a0000124,,53053.0,,2.471238990166434e-49,4.26702639017769,1.007e-09,20180323.0,JPL 118,7.6456e-09,7.2081e-05,,3.7781e-08,0.0,9.906,,0.19,2017-11-25,8.11,1.2356194950832171e-37,,S,2458200.5,2569.0,1.42013,,S,0.07545939504154689,,20161010.2367153,124.0,MBA,0.424,2.630740945909678,3.394,187.9904228767191,122.1372786226315,Alkeste,2.957295631559061,2457671.7367152725,,0.844,S,2.432226825620307,61.69185432141457,2.18022,0.230986685631094,2.9638e-05,1872-08-24,,9.874e-08,
0.00014497,48.418,58200.0,2.957076890112015,Otto Matic,0.41604,,2640.624214387134,,,,,125 Liberatrix,,9.4526e-06,J2000,,0.533,2.1306313876784083e+17,0.182,591.2076055,N,N,1.1224e-08,,958768513855354.1,2000125.0,6.0756e-05,4.879e-06,1660.221647334983,a0000125,,52990.0,,132.0512107193567,4.54543914396984,1.2346e-09,20180323.0,JPL 71,1.0415e-08,5.1605e-05,,3.9405e-08,0.0,3.968,,0.33,2017-10-31,9.04,1.4890290387573198e+16,,M,2458200.5,3432.0,1.51915,,X,0.07766601425683295,,20170329.1599489,125.0,MBA,0.239,2.743964132664273,3.339,169.0027646870138,77.81034454648419,Liberatrix,4.663830486978625,2457841.6599488812,,0.705,X,2.530851375216532,109.5948605369403,2.13337,0.2168385170605855,3.1428e-05,1872-10-01,,1.0958e-07,
8.3737e-05,44.82,58200.0,2.698352840251616,Otto Matic,0.52946,,2647.9186568341197,,,,,126 Velleda,,5.5331e-06,J2000,,1.3,-3452430000000000.0,0.1723,456.5859191,N,N,7.1547e-09,,0.0,2000126.0,8.7437e-05,4.0496e-06,1391.172711723983,a0000126,,53053.0,,0.0,3.80882330383021,1.0292e-09,20180323.0,JPL 90,6.4667e-09,8.4847e-05,,3.5199e-08,0.0,5.3672,,,2018-02-27,9.27,0.0,,S,2458200.5,2407.0,1.17323,,,0.1063953004531158,0.03142983,20170311.0626691,126.0,MBA,0.496,2.438868674827638,3.493,23.31486414166863,97.5417631290333,Velleda,2.92460782172054,2457823.562669115,,0.865,?,2.179384509403659,328.3190623329597,2.68244,0.2587744835462429,2.1712e-05,1872-11-26,,8.5841e-08,
0.00018125,122.0,58200.0,2.939370889677484,Otto Matic,0.51525,,2640.3411012104216,,,,,127 Johanna,,1.1607e-05,J2000,,,-22156965600.0,0.042,622.9716609,N,N,1.3621e-08,,1709579426.5240593,2000127.0,5.2811e-05,5.0811e-06,1669.815832826385,a0000127,,36404.0,,132.03705506052108,4.57170659226936,1.4986e-09,20180323.0,JPL 97,1.2765e-08,3.3226e-05,,4.2185e-08,0.0,12.7988,,,2017-06-04,8.6,26553712697.819996,,CX,2458200.5,1762.0,1.60077,,Ch,0.06710615186364212,0.2055284,20200413.4635139,127.0,MBA,,2.754525296798294,3.326,31.15288967827794,197.7744062023257,Johanna,8.245773052118638,2458952.963513925,,,Ch,2.569679703919104,93.96880816435818,2.11377,0.2155926377764979,3.9116e-05,1917-10-03,,1.1717e-07,
8.1215e-05,162.515,58200.0,3.09956300112776,Otto Matic,0.50914,,2640.8892429968937,,,,,128 Nemesis,,8.6649e-06,J2000,,1.296,-51158337085.71429,0.067,548.0720027,N,N,1.0751e-08,,3948076597.016851,2000128.0,4.3961e-05,4.4259e-06,1665.432347639473,a0000128,,52934.0,,132.0644621498447,4.55970526389999,1.1246e-09,20180323.0,JPL 99,9.5374e-09,4.067e-05,,4.0711e-08,0.0,77.81,,,2017-10-31,7.49,61310010115.83856,,C,2458200.5,2015.0,1.40831,,C,0.1272357545566002,0.47454562857142857,20180529.138864,128.0,MBA,0.392,2.749702525490755,3.326,76.2431170707489,345.4872573534204,Nemesis,6.245329952061842,2458267.638864046,,0.685,C,2.39984204985375,303.8221082329219,2.36175,0.2161600863044673,1.7536e-05,1872-11-26,,1.1343e-07,
5.5207e-05,113.0,58200.0,3.477551227963616,Otto Matic,0.50588,,2639.5377888686285,,,,,129 Antigone,,6.4159e-06,J2000,,,39004800000.0,0.151,499.0054491,N,N,8.3773e-09,,175446528.97254363,2000129.0,1.8802e-05,3.7672e-06,1775.560134890256,a0000129,,41873.0,,131.98234128087142,4.86121871290967,7.3264e-10,20180323.0,JPL 94,6.9128e-09,1.6594e-05,,3.0494e-08,0.0,4.9572,,0.33,2018-01-24,7.07,2725918720.0,,M,2458200.5,2625.0,1.28223,,X,0.2118500836145568,0.18150560000000002,20200216.9566088,129.0,MBA,0.245,2.869621642960329,3.232,135.6815905355958,218.8927661541364,Antigone,12.26304040867995,2458896.4566087816,,0.717,X,2.261692057957041,111.1447769714453,1.75114,0.202752918882272,1.0975e-05,1903-06-04,,8.7847e-08,
7.8611e-05,180.652,58200.0,3.780487248870215,Otto Matic,0.43547,,2634.7075279061155,,,,,130 Elektra,,1.4626e-05,J2000,,2.698,-47479212000.00001,0.086,600.7267037,N,N,1.824e-08,,3655568091.9014564,2000130.0,1.5078e-05,3.4595e-06,2021.038857801693,a0000130,,45376.0,,131.75537639530577,5.53330282765693,1.2891e-09,20180323.0,JPL 99,1.5093e-08,1.1403e-05,,4.2352e-08,0.0,5.225,,,2018-02-26,7.12,56900812923.899994,,G,2458200.5,2388.0,1.54361,,Ch,0.208454453118045,0.44041800000000003,20200223.4789003,130.0,MBA,0.483,3.128365524340476,3.062,145.0881116971746,234.8700931009708,Elektra,22.7659383005961,2458902.978900322,,0.753,Ch,2.476243799810736,237.1100917460446,1.89655,0.1781262139569034,1.3371e-05,1893-12-02,,1.2885e-07,
0.00013106,31.337,58200.0,2.596102525166415,Otto Matic,0.48594,,2647.8665891297783,,,,,131 Vala,,7.1907e-06,J2000,,0.304,5.776880021964796e+16,0.246,489.4785675,N,N,8.9868e-09,,286656588460431.2,2000131.0,6.062e-05,5.1831e-06,1384.825224644303,a0000131,,52601.0,,132.41332945648892,3.79144483133279,1.3498e-09,20180323.0,JPL 60,8.4169e-09,5.0549e-05,,4.6255e-08,0.0,5.1812,,,2017-06-05,10.03,4439783918311057.0,,SU,2458200.5,1885.0,1.25775,,Xc,0.06772025235253873,,20170427.7954597,131.0,MBA,0.402,2.431444490676606,3.499,65.65999362835174,85.58021070601323,Vala,4.961437423004204,2457871.2954596775,,0.829,Xc,2.266786456186796,160.2561188781006,2.37889,0.2599606026763898,3.4121e-05,1873-05-30,,1.1357e-07,
3.7416e-05,42.87,58200.0,3.624346156658199,Otto Matic,0.42209,,2649.101913084873,,,,,132 Aethra,,7.7779e-06,J2000,,1.6,5908080000000000.0,0.199,300.07069601,N,N,1.2221e-08,,26671280993748.55,2000132.0,1.295e-05,5.1628e-06,1537.819401160624,a0000132,,52764.0,,132.47509565424366,4.21032005793463,1.184e-09,20180323.0,JPL 43,8.7916e-09,1.1623e-05,,4.9299e-08,0.0,5.1684,,,2017-11-30,9.38,412896512000000.0,,M,2458200.5,1788.0,0.771053,,Xe,0.39003285055486,0.02749276,20160218.3134391,132.0,MCA,0.188,2.607381656636005,3.177,258.3995661892699,178.7772749622216,Aethra,24.99456349455646,2457436.8134391014,,0.673,Xe,1.590417156613811,255.2196539700205,2.19599,0.2340977098665166,9.4214e-06,1873-06-14,,1.2674e-07,
0.00011192,72.175,58200.0,3.477945110889707,Otto Matic,0.44151,,2634.8790814826802,,,,,133 Cyrene,,1.5767e-05,J2000,,0.932,-4.888124721546539e+17,0.279,640.0640073,N,N,1.8674e-08,,4.284528025464907e-39,2000133.0,4.1956e-05,5.6037e-06,1957.69549058954,a0000133,,52696.0,,1.3337311654970095e-49,5.35987813987554,1.481e-09,20180323.0,JPL 66,1.6444e-08,3.6599e-05,,4.122e-08,0.0,12.708,,0.13,2017-11-26,7.98,6.668655827485048e-38,,SR,2458200.5,2332.0,1.64469,,S,0.135598772996561,,20170327.2819882,133.0,MBA,0.51,3.062653107410711,3.207,319.0324943673167,66.33232025033462,Cyrene,7.214426181603944,2457839.7819882375,,0.907,S,2.647361103931714,289.8306270440854,1.65894,0.1838896813781747,2.0673e-05,1873-08-17,,1.2568e-07,
